inflow_vol,month,starting_stage
2347,July,3843.39
2284,June,3830.57
2347,May,3809.89
2374,May,3800.54
2310,August,3801.45
2458,August,3825.37
2403,August,3843.89
2426,June,3818.23
2465,May,3823.18
2559,July,3836.01
2345,August,3800.54
2372,June,3840.05
2368,July,3803.56
2459,May,3820.69
2472,June,3807.75
2421,May,3823.90
2380,June,3840.66
2309,June,3805.73
2428,May,3810.42
2556,September,3801.42
2383,July,3848.18
2324,May,3808.36
2478,June,3814.59
2372,August,3842.20
2454,July,3844.14
2486,August,3801.57
2483,June,3804.90
2502,August,3823.71
2523,June,3809.62
2471,August,3804.28
2445,August,3819.11
2561,August,3798.00
2398,August,3810.62
2487,August,3843.11
2525,September,3798.57
2308,September,3831.48
2519,July,3826.11
2569,May,3806.51
2581,June,3811.67
2670,August,3802.10
2524,July,3811.74
2512,June,3856.36
2581,May,3843.28
2657,July,3803.73
2396,June,3839.22
2632,June,3832.52
2531,June,3849.08
2388,July,3843.48
2468,August,3851.99
2398,May,3828.00
2627,July,3811.22
2468,June,3815.87
2413,May,3806.56
2512,May,3805.43
2707,May,3819.27
2573,August,3811.10
2469,June,3834.88
2561,June,3803.75
2390,August,3848.15
2639,July,3830.19
2546,August,3849.79
2494,July,3826.16
2654,August,3799.75
2627,May,3808.41
2613,August,3799.31
2553,May,3822.49
2614,July,3854.75
2498,June,3815.54
2576,May,3850.92
2662,August,3836.31
2600,July,3837.16
2439,June,3808.15
2620,July,3836.85
2557,July,3846.04
2745,July,3819.15
2875,May,3820.11
2623,June,3837.88
2607,September,3796.95
2541,June,3835.27
2566,June,3801.93
2623,September,3814.47
2538,June,3835.12
2719,May,3803.67
2687,June,3834.96
2612,June,3816.57
2693,July,3802.68
2722,May,3841.77
2642,July,3839.40
2659,May,3848.09
2602,June,3834.48
2777,June,3841.98
2924,June,3830.73
2704,April,3851.18
2811,June,3809.83
2769,August,3799.23
2806,July,3817.24
2591,May,3833.92
2764,August,3798.53
2883,July,3808.58
2810,July,3850.94
2586,August,3808.04
2688,May,3808.31
2651,June,3819.15
2813,July,3840.11
2717,August,3798.30
2743,May,3843.54
2889,June,3847.11
2910,May,3825.50
2853,July,3814.42
2944,September,3826.43
2851,August,3828.98
2802,August,3808.46
2838,June,3851.00
2807,June,3848.43
2620,May,3815.42
2971,July,3817.92
2703,June,3817.66
2922,June,3795.11
2999,June,3854.34
2734,June,3820.35
2981,June,3840.23
2848,June,3819.90
2971,May,3822.90
2782,July,3802.48
2943,June,3853.67
2876,June,3819.06
2850,July,3816.25
2692,August,3810.11
3000,July,3815.12
2895,August,3804.97
2697,May,3853.90
2915,May,3848.99
2902,June,3853.68
2765,June,3832.13
3065,August,3797.75
3068,July,3798.26
3029,July,3806.12
2938,May,3810.26
2838,April,3848.06
2791,June,3816.08
2802,July,3854.85
2936,May,3817.82
2845,June,3833.52
3096,June,3850.46
2861,May,3851.88
3055,May,3809.36
2987,July,3801.06
3027,May,3832.73
2897,May,3807.32
3140,July,3821.12
3088,May,3835.57
3021,June,3825.60
2929,July,3805.47
2990,May,3822.26
2940,July,3823.03
2955,August,3838.56
2992,July,3831.45
3047,June,3847.60
2970,June,3845.67
3212,June,3841.30
3114,July,3814.97
3360,June,3841.30
3081,June,3833.23
3202,June,3803.91
2889,June,3801.65
3135,June,3805.72
3178,May,3803.74
3042,April,3822.46
3056,May,3840.76
3033,June,3839.19
2859,June,3803.28
3122,May,3830.37
2945,May,3825.76
3248,June,3826.27
3288,July,3811.17
3160,June,3836.08
3145,May,3815.42
3384,May,3847.52
3058,May,3847.41
3071,May,3838.59
3202,June,3808.79
3198,May,3854.05
2775,June,3828.79
3310,May,3850.87
3127,May,3846.64
3140,May,3819.43
3255,June,3808.57
3430,September,3797.10
3247,July,3810.32
3326,June,3836.25
3179,June,3848.00
3227,July,3828.97
3295,June,3839.30
3637,June,3845.68
3138,April,3814.44
3153,August,3800.31
3170,May,3862.20
3238,June,3794.81
3385,June,3805.37
3309,June,3836.37
3354,July,3820.54
3452,July,3800.22
3238,July,3854.39
3223,May,3816.14
3196,August,3853.52
3324,July,3799.75
3147,June,3814.81
3284,May,3802.99
3070,July,3804.35
3201,May,3840.98
3305,June,3819.41
3284,June,3814.32
3252,June,3816.50
3088,June,3794.89
3222,September,3804.09
3189,June,3832.85
3288,June,3822.44
2996,September,3814.05
3278,May,3844.87
3436,May,3835.71
3333,April,3812.82
3230,August,3797.63
3128,June,3839.27
3258,May,3841.88
3373,June,3840.92
3590,June,3819.19
3391,August,3796.89
3299,May,3808.80
3517,June,3817.88
3236,June,3811.82
3453,June,3804.74
3339,May,3813.86
3166,June,3854.48
3596,August,3797.03
3390,August,3812.71
3439,July,3839.40
3326,May,3822.30
3592,July,3820.59
3472,June,3804.74
3418,June,3825.57
3424,July,3816.81
3694,July,3803.55
3575,August,3813.21
3352,May,3852.93
3259,June,3835.24
3318,May,3809.77
3618,June,3803.10
3517,June,3827.39
3662,September,3802.43
3415,August,3797.69
3582,May,3850.11
3905,August,3803.97
3344,June,3835.96
3712,May,3807.66
3634,June,3798.71
3459,June,3794.85
3630,June,3853.77
3942,June,3843.40
3820,August,3799.45
3534,June,3858.47
3487,September,3827.09
3655,August,3844.88
3606,June,3804.58
3475,July,3799.06
3696,July,3799.52
3774,May,3815.46
3633,May,3818.37
3443,June,3794.85
3537,June,3841.97
3757,June,3844.86
3383,July,3811.79
3463,May,3805.38
3426,May,3799.47
3680,August,3841.57
3663,June,3813.70
3594,August,3825.40
4012,July,3839.44
3774,August,3804.75
3547,May,3813.69
3668,June,3816.42
3801,August,3806.68
3975,May,3818.01
3569,May,3808.27
3546,August,3841.17
4037,June,3814.12
3719,June,3813.09
3551,July,3849.83
3835,June,3806.05
3731,July,3838.67
3781,May,3822.06
3664,August,3816.83
3846,August,3807.44
3694,August,3797.03
3539,June,3822.05
3764,June,3818.08
3426,May,3822.48
3904,July,3820.39
3552,May,3853.12
3772,June,3807.42
3795,July,3844.32
3670,June,3806.58
3727,July,3854.64
3633,June,3804.51
3762,May,3807.95
3971,July,3836.73
4062,May,3840.31
4052,July,3801.58
3720,July,3811.12
3753,June,3843.39
3888,July,3822.78
4027,May,3853.39
3706,June,3820.29
3901,June,3808.62
3872,May,3808.98
3959,May,3859.80
3778,May,3833.46
3663,June,3845.24
3722,July,3813.28
4056,June,3835.47
3774,June,3812.96
3885,August,3833.11
3903,August,3845.61
4069,August,3804.86
4112,June,3802.47
4061,May,3820.94
3934,June,3818.24
3778,August,3833.62
3961,May,3819.62
3953,August,3840.27
3886,May,3808.38
3945,June,3855.71
4048,June,3844.15
3980,August,3847.25
3784,May,3803.35
4057,July,3792.68
3624,June,3842.00
4113,August,3845.42
3936,July,3813.90
3876,May,3839.02
4094,May,3846.29
3965,May,3827.91
4090,June,3853.78
3973,August,3837.24
3921,June,3833.16
4027,May,3805.37
3893,July,3801.66
4380,June,3854.41
3920,August,3793.22
3793,July,3851.36
4093,June,3844.27
4202,September,3826.56
4324,May,3823.30
4175,June,3850.32
3854,June,3814.71
3971,August,3821.87
4244,June,3809.13
4105,July,3831.53
4268,May,3819.84
4062,August,3801.93
4158,June,3806.38
4349,May,3807.22
4267,May,3811.16
4273,May,3819.23
4558,June,3827.04
4047,May,3824.89
4357,June,3842.32
4301,May,3855.76
4178,August,3823.76
4488,September,3804.09
4248,June,3806.61
4269,August,3798.70
4371,August,3843.78
4456,July,3805.33
4348,September,3810.62
4539,June,3808.42
4179,July,3798.68
4303,May,3855.77
4415,June,3841.11
4007,June,3821.42
4239,June,3803.95
4122,August,3805.89
4479,August,3821.03
4522,May,3817.30
4182,July,3811.98
4375,July,3810.31
4180,June,3809.96
4441,June,3815.11
4108,July,3851.60
4399,June,3849.74
4097,August,3805.94
4502,June,3809.36
4622,May,3814.90
4578,July,3825.20
4567,June,3804.35
4306,May,3832.15
4155,September,3802.65
4285,June,3817.71
4523,September,3802.88
4531,May,3808.15
4289,August,3834.84
4262,June,3806.82
4365,May,3826.38
4537,May,3821.88
4212,May,3816.05
4275,August,3803.70
4712,August,3798.24
4807,August,3802.03
4045,June,3832.73
4519,June,3813.96
4245,June,3847.34
4394,May,3823.64
4466,July,3811.56
4594,August,3825.76
4511,August,3811.62
4422,May,3856.10
4360,May,3849.10
4311,July,3843.53
4381,August,3800.98
4578,July,3839.44
4656,July,3795.74
4691,August,3848.30
4469,June,3805.59
4426,August,3797.53
4473,May,3846.04
4417,September,3797.03
4611,August,3852.69
4854,July,3798.25
4221,April,3811.99
4627,July,3801.85
4481,June,3832.12
4402,August,3840.21
4533,April,3812.48
4322,August,3806.91
4745,July,3805.60
4697,May,3808.86
4720,August,3797.57
4735,July,3846.14
5039,July,3846.21
4981,June,3843.89
4617,August,3819.84
4531,September,3805.53
4948,August,3796.75
4943,July,3842.16
4517,June,3806.62
5068,June,3806.14
4441,July,3825.89
4704,July,3841.35
4651,June,3843.90
4722,May,3810.01
4669,July,3816.84
4496,May,3816.02
5169,June,3802.05
4764,May,3810.36
4563,May,3818.21
4444,June,3811.94
5272,May,3830.96
5158,June,3817.31
4677,June,3818.88
4906,August,3811.28
4975,July,3822.28
5016,August,3791.99
4909,September,3847.37
4848,September,3824.75
4544,June,3811.82
4799,June,3804.20
5180,June,3858.39
4659,September,3802.85
4834,September,3797.19
4970,May,3850.89
4964,May,3832.06
4845,July,3800.70
4982,July,3851.06
5183,August,3810.16
4924,June,3796.74
4811,June,3818.68
5085,May,3810.01
5431,August,3813.31
4957,August,3806.32
5429,June,3804.28
5124,July,3854.10
4768,July,3848.09
5041,May,3814.93
4924,May,3813.83
5073,June,3813.08
5333,August,3833.24
5060,June,3824.11
4758,August,3812.04
4639,August,3848.95
4781,July,3846.77
5558,May,3838.61
4899,August,3834.98
5217,June,3850.33
5167,May,3853.54
5060,August,3823.87
4957,May,3844.07
5142,June,3837.81
5261,May,3815.74
5264,August,3809.49
5185,June,3815.21
5418,July,3846.51
5476,July,3854.93
5293,June,3806.91
5367,August,3803.88
5164,May,3815.25
5303,July,3816.24
5037,April,3818.28
5243,May,3809.14
5323,July,3854.34
5616,July,3801.17
5002,May,3811.21
5162,August,3801.42
5363,July,3852.47
5258,May,3816.32
5122,August,3807.01
5431,June,3840.57
5470,June,3820.81
5017,June,3838.31
5300,July,3792.28
4934,May,3843.32
5263,May,3807.30
4845,July,3817.43
4956,July,3804.45
5417,May,3822.26
5212,August,3802.50
5155,June,3831.29
5054,August,3801.87
5398,May,3816.06
4960,August,3813.71
5441,July,3844.47
5485,June,3807.02
5526,June,3837.26
5375,August,3850.83
5077,August,3799.95
5177,June,3803.75
5271,June,3835.75
5382,May,3810.33
5234,August,3808.95
5724,July,3842.82
5092,August,3820.92
5508,April,3808.18
5558,May,3847.92
5312,July,3810.43
5426,August,3851.98
5540,July,3834.94
5861,May,3827.26
5119,June,3803.22
5693,June,3823.89
5770,July,3801.22
5488,June,3819.05
5703,September,3830.51
5324,May,3831.14
5229,August,3803.48
5910,September,3825.31
5685,July,3802.30
5571,August,3819.54
5307,August,3838.50
5448,June,3803.93
5548,June,3844.16
5246,May,3808.59
5793,May,3836.27
5601,July,3794.32
5852,May,3811.60
5705,August,3805.35
4993,May,3844.64
5232,July,3825.95
5634,June,3835.76
5992,August,3832.04
5854,July,3819.58
5819,August,3838.82
5611,June,3810.69
5567,May,3821.05
5856,May,3810.45
5219,May,3853.28
5704,June,3856.79
5472,July,3800.65
5618,August,3840.71
5764,July,3822.19
5679,July,3815.08
5585,August,3809.55
5583,September,3796.63
5778,June,3814.17
5751,August,3803.53
5751,June,3803.85
5268,May,3840.86
5902,May,3811.94
5251,April,3800.54
5588,June,3858.52
5727,May,3857.74
5835,June,3803.43
5860,July,3829.98
5987,July,3838.66
6122,July,3801.05
5908,May,3845.34
5570,May,3810.03
5777,July,3841.21
5699,May,3823.77
5795,May,3815.91
5981,May,3807.70
5652,June,3856.02
6153,June,3839.16
5823,June,3803.47
6036,August,3810.76
5709,June,3854.26
6555,July,3844.28
5933,June,3839.20
5846,May,3859.52
6614,July,3843.30
6106,September,3800.61
5825,September,3827.15
6289,May,3808.49
6678,June,3814.26
6621,May,3822.80
6450,August,3802.88
6037,May,3801.54
5842,August,3801.32
5415,June,3838.07
6028,June,3831.99
6334,June,3816.25
5992,June,3806.37
5953,June,3794.91
5842,June,3816.67
5967,May,3816.69
5906,June,3829.67
6098,June,3800.26
5623,July,3852.84
6116,June,3834.07
6377,July,3854.22
6174,August,3802.70
6393,May,3812.67
5920,July,3854.76
5975,August,3811.30
5743,July,3813.54
5760,August,3802.51
6110,August,3823.47
6660,June,3857.85
6299,July,3806.75
5690,June,3841.01
6444,July,3828.44
6050,May,3817.07
6147,August,3852.95
6319,May,3821.37
6985,August,3799.27
5915,July,3823.81
6603,August,3837.39
6488,August,3852.14
6192,August,3802.60
5935,June,3808.18
5800,July,3835.41
6470,August,3813.94
6332,June,3843.69
6041,June,3848.90
6158,August,3797.70
6729,June,3805.07
6036,May,3811.11
5790,May,3815.53
6756,May,3823.54
6996,May,3807.18
6483,June,3839.56
6808,May,3832.71
6556,May,3807.06
6659,June,3813.21
5669,May,3811.05
6828,June,3853.67
6822,June,3848.74
6694,June,3848.42
6806,July,3817.01
6390,June,3854.55
6334,June,3858.27
6724,July,3817.14
6206,August,3807.52
7038,June,3838.03
6221,May,3805.58
6698,August,3804.16
6042,May,3806.59
6951,August,3805.95
7489,August,3838.58
6970,May,3812.71
6409,August,3817.55
6759,July,3794.34
6177,May,3819.36
6359,June,3839.38
6545,August,3799.13
6629,May,3814.56
6894,June,3846.58
6598,May,3843.15
6944,August,3797.52
6704,June,3830.76
6901,June,3839.04
6581,August,3841.62
6800,June,3795.34
6682,May,3850.05
7577,June,3829.25
7017,June,3853.83
6331,May,3834.68
6431,June,3803.59
6872,June,3808.36
6298,June,3840.08
6447,August,3797.01
7578,June,3806.04
6850,July,3844.61
6942,June,3806.77
6305,September,3810.24
7011,May,3818.91
6523,August,3835.27
7315,August,3797.27
6889,August,3822.07
7666,June,3840.11
7157,May,3811.39
6592,August,3845.13
7377,June,3835.55
7516,June,3806.31
6432,August,3803.31
7046,May,3807.24
6577,May,3803.49
6688,May,3824.58
7073,July,3810.59
6652,July,3821.34
6880,July,3798.20
7463,June,3829.11
7018,July,3803.76
7624,June,3857.46
7189,June,3816.67
6932,July,3839.10
7173,August,3804.41
7571,May,3851.07
6454,July,3808.61
6772,May,3850.38
7150,June,3853.07
6809,September,3809.85
7444,June,3841.76
7248,September,3801.68
6588,August,3819.93
6846,July,3806.07
7280,August,3844.80
6910,June,3795.30
7129,June,3812.98
7021,May,3822.87
6607,April,3847.67
7243,August,3836.33
7119,July,3803.19
6949,June,3794.86
6408,August,3854.59
6807,August,3804.65
6879,June,3844.74
7114,May,3818.55
6857,May,3810.45
6954,June,3834.10
7343,May,3810.39
7721,June,3820.13
7387,August,3805.17
7199,July,3813.23
7130,August,3822.45
6905,May,3845.18
7757,July,3799.09
7661,May,3850.37
6872,June,3803.74
7607,July,3810.14
7523,May,3805.81
7398,July,3842.73
7961,June,3807.32
7143,June,3830.09
7454,June,3853.66
7400,May,3823.59
7311,June,3835.30
7795,May,3797.21
7421,May,3811.93
7468,May,3818.71
7916,July,3833.20
7693,June,3811.11
7567,August,3851.21
6958,June,3832.72
7733,May,3828.40
7328,June,3822.89
7602,August,3830.88
7789,May,3814.64
7834,July,3816.57
7569,May,3842.08
7144,July,3803.17
7359,August,3846.35
7986,June,3799.47
7860,August,3842.26
7979,June,3827.47
7525,July,3826.00
7838,September,3832.55
7423,May,3840.52
8325,June,3838.32
7710,August,3802.93
7588,July,3829.95
7919,May,3846.92
8021,May,3806.19
7353,August,3800.56
7989,July,3849.28
7395,July,3813.50
7708,May,3848.54
7829,June,3836.09
8000,June,3850.84
8067,June,3808.38
7905,May,3817.35
7936,May,3843.82
8686,August,3808.78
8175,August,3826.89
8330,July,3850.76
8483,June,3846.65
7733,June,3806.90
7563,June,3849.59
8763,June,3847.91
7160,June,3816.99
7750,May,3820.51
8410,July,3839.43
8055,August,3800.85
8041,September,3797.54
8152,May,3805.35
8361,June,3832.20
7940,June,3849.31
7669,July,3796.18
8596,May,3811.90
8134,July,3853.21
8094,July,3843.07
7889,August,3854.13
7526,June,3801.51
7527,July,3805.23
8179,June,3851.33
8395,June,3858.47
8017,June,3812.61
7561,June,3813.59
8218,August,3798.50
8968,July,3802.64
7884,June,3839.81
8670,July,3814.70
8392,August,3819.44
8621,July,3837.86
7857,August,3804.27
8944,June,3856.79
8406,June,3795.44
7430,May,3817.42
7181,May,3832.83
8353,May,3816.49
7478,July,3851.58
8224,August,3833.22
8190,May,3842.45
8513,July,3801.03
7891,April,3814.20
8243,May,3831.76
7973,July,3855.31
9814,August,3846.01
9143,July,3832.72
8243,June,3805.45
8112,June,3809.20
8216,June,3809.97
7421,June,3831.76
8810,June,3821.32
7915,August,3810.75
7791,May,3808.98
8178,June,3839.33
8405,September,3797.12
8510,August,3834.54
8427,April,3809.98
8813,June,3857.33
8042,June,3803.81
8393,May,3807.36
8978,June,3841.11
8350,May,3833.47
8321,June,3811.19
8364,June,3840.52
8428,May,3802.54
8636,June,3808.77
8795,August,3792.29
8829,June,3820.17
8825,August,3834.83
8454,August,3822.50
8921,May,3819.66
7817,May,3833.95
8026,May,3827.54
9161,August,3807.34
8782,June,3837.69
8120,May,3841.79
9434,July,3801.79
9187,May,3815.86
8686,May,3851.17
7932,April,3807.07
9415,August,3852.87
8762,May,3850.31
9545,May,3812.99
9561,June,3820.76
9798,August,3840.13
8924,June,3832.18
8536,July,3803.08
8393,May,3808.38
9376,May,3845.49
8665,May,3817.35
9735,May,3848.56
8370,May,3811.40
8332,July,3843.01
9502,May,3860.23
8009,July,3802.28
8880,July,3809.14
9557,June,3802.15
8945,June,3813.27
8976,May,3810.53
9305,July,3848.94
7761,August,3852.74
9429,August,3797.88
8963,May,3808.85
8903,August,3802.83
8652,July,3843.16
8736,September,3849.46
9081,May,3837.59
9157,May,3832.95
8569,June,3831.52
8989,June,3836.10
9105,August,3835.00
9749,July,3802.72
9707,July,3813.35
8818,May,3813.68
10169,August,3819.32
8857,May,3825.80
8333,June,3818.04
8982,June,3813.95
9863,June,3813.77
8570,May,3853.31
9512,August,3846.20
9304,May,3828.56
9662,July,3851.32
8905,May,3852.96
9484,June,3820.60
8798,July,3830.22
9370,June,3801.81
9412,August,3845.46
9472,July,3811.74
8703,May,3806.02
9249,July,3845.43
9850,August,3851.07
9745,August,3800.17
9637,June,3807.12
9801,July,3837.62
9483,June,3844.05
9190,August,3805.03
9700,July,3822.06
9069,June,3804.03
9426,September,3819.42
8480,September,3804.14
9023,June,3849.48
9279,August,3802.60
8690,May,3831.89
9484,July,3838.62
9149,July,3850.99
10119,July,3816.97
9561,June,3820.00
9393,August,3808.45
9728,July,3813.77
9287,May,3805.82
9253,May,3822.04
10175,June,3815.15
9985,April,3849.24
10035,June,3818.93
9143,June,3854.11
8865,August,3803.27
9613,July,3824.97
10344,June,3833.05
9790,June,3836.98
9519,July,3810.71
9550,July,3798.47
9710,August,3853.62
9092,July,3831.73
9185,August,3852.94
9267,July,3832.52
9280,July,3801.97
9569,July,3844.75
10057,July,3838.52
9261,July,3851.59
9519,June,3804.28
9421,May,3853.77
9002,September,3827.35
10136,May,3813.22
9480,August,3847.84
9825,July,3808.68
9674,May,3840.85
10445,June,3835.98
9730,May,3808.99
9099,July,3797.43
10152,June,3850.13
10013,August,3820.62
9329,April,3810.54
10074,July,3841.21
10850,June,3850.92
9551,May,3807.33
9704,August,3814.41
9816,June,3848.70
11010,April,3841.51
10301,May,3825.73
10387,July,3797.03
9909,June,3815.63
9031,July,3817.05
11027,May,3808.21
9784,August,3799.00
11051,July,3811.99
10346,May,3833.98
10291,August,3820.98
10193,August,3799.82
10432,June,3847.60
9837,June,3858.38
9577,May,3845.98
10094,May,3822.54
11216,May,3811.06
11361,May,3836.90
11194,June,3831.85
10621,June,3820.45
10410,May,3805.74
9598,August,3796.85
9486,July,3818.07
12526,June,3816.08
9265,June,3834.96
10356,June,3837.39
11204,June,3827.14
10827,May,3805.79
10366,June,3812.06
9783,August,3798.36
10963,June,3847.76
10606,April,3812.66
10653,August,3851.13
11884,June,3816.46
10583,June,3807.35
10346,September,3812.44
10416,May,3820.99
